id,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6
gv7j6,11,0,13,11,0,89
cs4z7,2,9,49,4,21,18
pae8f,2,1,91,10,13,43
yxjg2,2,8,48,2,19,72
bb2om,2,25,60,2,8,4
ilpzk,11,9,22,10,6,80
ryrjb,2,8,33,11,17,57
iqmq5,11,12,7,10,14,6
donzo,4,0,62,11,0,72
e4we5,2,22,82,2,9,21
al7kj,10,6,88,2,13,76
zec21,2,2,29,11,30,75
m2mnd,2,20,60,10,30,30
yp5n1,2,28,0,10,25,61
rac82,2,16,60,11,28,39
jyy5f,11,6,16,10,15,42
ylrfs,2,17,20,10,27,45
gfk9t,4,28,37,11,14,9
en2pr,2,0,1,4,0,10
uao70,10,11,20,2,16,61
o829b,2,12,23,11,26,44
kspwo,11,30,37,4,19,6
p82h8,11,11,22,2,15,23
zhpma,2,26,1,4,10,53
hrojx,2,9,79,2,6,67
xtv1r,10,6,41,2,6,23
x41gs,4,15,76,4,9,29
t60ub,2,29,94,10,17,76
ewdbq,11,28,20,10,7,66
c4519,2,7,14,10,1,67
dzwx1,11,6,14,10,4,82
snn42,11,0,88,2,0,58
km4dp,2,0,29,2,28,84
zmku2,4,21,7,11,28,87
ahaxv,11,0,46,2,0,45
jt348,10,7,2,11,6,9
g0xli,11,0,89,11,0,16
w05ht,11,0,47,2,0,63
dy6va,2,5,13,10,4,82
kbxrw,2,23,62,10,0,76
wef75,4,0,24,2,0,21
z3mad,10,9,47,4,7,59
xl6j1,2,0,5,10,0,80
qpeux,11,0,29,10,0,58
ezihl,2,9,79,10,20,62
cxmiw,10,6,64,10,27,79
kq0d7,10,26,43,2,30,19
m85a6,10,5,50,2,28,60
nd66m,11,0,91,11,0,45
b9png,2,19,77,11,12,50
r7uoo,4,14,10,4,22,6
k682b,10,0,67,11,0,53
c0rd3,11,10,38,10,30,88
xkxw5,2,3,62,11,11,57
jb851,2,19,58,11,5,95
gkpfg,4,0,83,11,28,36
mgkua,2,0,16,10,0,17
yfaxx,2,0,31,11,0,40
v656m,10,12,51,2,15,86
cytj9,11,9,81,11,10,97
rp4j5,2,0,80,4,0,25
rtgby,10,17,80,4,25,80
xpqjb,10,30,21,2,14,70
zi0hj,2,28,42,10,19,84
tiwfp,2,22,9,10,7,61
rceuv,11,0,67,2,0,52
j82sk,2,22,41,2,23,85
xxv0y,10,0,81,2,15,27
ycrt3,11,0,50,2,0,28
zt2th,2,8,96,11,10,93
ywj2z,10,0,82,11,0,92
q0jd0,11,6,82,10,24,5
ymurb,2,0,18,11,0,0
uechb,11,7,32,10,18,48
g2orq,2,7,78,2,19,10
ap1p5,10,8,27,2,3,0
zx8zr,4,0,69,11,0,49
lf0cz,2,27,17,10,15,2
wykpp,10,27,22,11,12,98
hd3em,10,12,89,2,19,15
j8fgf,11,0,80,11,0,98
v8xav,11,17,66,2,29,15
n8fhq,10,4,77,10,15,79
ra2j1,2,6,1,4,16,75
ixoy1,10,22,0,11,21,42
p4z75,11,7,11,11,19,7
m5wip,11,26,94,2,5,14
y2jg6,2,22,7,2,10,90
m8sz0,11,14,31,2,5,78
c3gyt,2,21,78,2,1,97
tlhwr,4,17,93,11,15,56
ysd3s,4,11,79,11,21,79
wzpyx,2,0,25,4,15,32
c5h7z,2,3,9,10,3,15
z67ay,2,30,31,10,13,98
j5ugr,2,23,52,2,22,83
v2ze9,11,1,44,11,23,14
q3yce,10,0,77,10,0,56
zdb8d,2,1,61,10,17,18
iwax1,10,1,34,4,28,1
pyopi,2,27,71,11,24,22
riwb6,4,6,36,4,9,24
edbch,11,0,15,11,0,90
urhrb,11,10,94,11,8,44
drepl,11,30,72,2,28,75
vdsej,11,28,57,11,19,3
d08ge,2,0,41,11,0,83
e42kv,10,27,32,10,10,2
mobue,2,0,27,2,0,87
e1ohz,2,0,61,11,0,63
bl53c,11,24,76,2,30,3
bcyfo,11,28,2,2,21,54
hm6ru,4,0,24,11,0,72
mwvm5,11,23,25,11,26,30
bnjev,2,5,23,2,30,55
ddi94,4,20,12,2,28,12
pe6co,2,26,2,4,12,56
i5798,4,0,33,10,0,93
tdhtv,2,1,95,11,27,55
v0jai,11,0,84,2,0,35
aoo7m,4,18,25,10,10,68
ydq3e,2,0,89,10,0,9
rroab,2,2,6,4,19,18
vh0qm,10,27,68,10,13,55
m1oek,2,29,0,10,15,43
aohnm,2,28,31,11,30,19
xzbix,10,13,28,4,20,14
o9t5m,2,17,89,2,7,33
adk72,10,28,75,4,22,70
ewh9a,2,18,7,2,28,94
fpf7t,11,0,92,11,0,80
jh5gx,11,0,52,10,0,97
lncj1,2,3,47,11,4,11
luj3r,4,15,9,10,3,80
wlwzs,10,24,42,2,6,87
y0mzd,2,1,82,2,24,4
rpc31,11,10,39,4,23,30
qng16,10,15,57,2,15,47
wfdrj,10,6,50,2,0,49
gct5q,2,28,15,2,6,37
osxr2,11,5,49,2,30,76
q9x2h,11,9,77,11,8,60
hodk6,4,28,9,4,28,82
ytpqz,2,7,2,4,2,49
gix1q,4,4,54,2,22,81
bjnfx,2,9,90,4,15,44
i6fux,11,17,84,10,18,89
vxzzr,11,27,10,11,12,13
jt0ck,10,0,37,11,0,57
f33bg,2,11,57,11,0,57
wnumz,11,1,40,10,7,56
d5v0a,2,11,60,11,20,98
euhhf,2,11,98,4,1,88
xheb0,4,3,0,2,26,3
iw2fr,10,0,71,2,0,98
a82zr,10,0,1,11,0,84
llb44,10,28,66,4,9,23
tlz7c,2,21,48,11,15,76
ti3t7,2,5,96,11,13,92
ctvxw,10,4,54,10,3,96
hg08m,4,10,62,2,12,17
qikqg,2,12,70,11,8,20
r0adi,2,0,68,11,0,6
qmqir,4,17,18,2,19,10
iw8ez,11,0,16,2,29,18
wytch,4,22,87,10,18,87
cwjuf,2,6,92,2,19,6
v3htl,11,0,33,10,0,0
ynwst,11,5,30,2,24,87
r7m33,10,15,79,11,15,61
laxgh,2,0,64,10,0,40
jlluv,10,13,48,10,1,60
lh4kc,2,28,2,4,8,66
e11mi,4,0,34,10,0,56
fru1j,10,0,9,11,0,17
q2ceb,11,0,58,2,0,9
ows94,11,5,19,4,19,78
mhzt8,11,3,75,4,18,6
mgsqr,4,24,45,11,6,6
csdlx,2,6,65,4,23,65
wwzqm,11,3,83,11,25,48
yzdqq,4,22,56,11,14,71
glbr9,2,15,23,2,10,86
ih4r2,10,8,80,10,23,12
qyu8c,10,28,52,11,19,82
a41nd,2,1,48,2,30,38
ckwgx,10,27,91,4,10,8
x4ngi,2,5,83,11,8,82
e1qf5,2,13,15,10,5,82
phh5e,2,0,15,11,0,41
w28ag,2,30,27,2,10,32
t3ji4,2,21,50,10,3,89
hcsrv,2,0,10,2,0,1
d9xhk,11,26,40,2,21,37
smfyp,2,24,70,10,18,43
k89rh,11,4,51,4,16,46
zu96o,4,25,20,11,12,46
q6mrd,10,0,70,2,0,8
ahc9c,11,25,97,11,7,27
g62b6,11,9,18,2,0,66
to0i0,4,30,29,11,24,86
srnyj,11,20,5,11,12,49
tdpkn,4,25,43,10,19,95
grcjh,2,3,80,11,9,70
gxcot,10,10,86,2,28,87
f41xs,4,2,90,11,17,96
spus4,10,0,10,4,0,30
ap0o0,4,19,24,10,18,52
v9wap,11,18,59,11,17,53
hwbw8,4,30,9,10,3,17
mctyd,2,0,70,10,0,15
gqdcz,2,25,52,11,8,51
loctb,11,13,49,2,7,88
t8wdx,2,0,29,10,27,12
fltnv,4,0,69,11,18,49
op42k,11,2,65,11,6,63
blfb2,10,0,18,11,28,54
ehmaf,11,24,80,11,10,14
r317w,10,0,85,11,0,94
o03jr,2,5,17,2,27,79
pbt0t,11,19,59,4,19,98
fs9km,2,24,20,2,28,53
ficae,11,20,84,2,5,54
lagha,10,18,91,10,16,1
d3b2d,2,24,2,11,9,1
xk47i,11,0,0,10,0,40
g444f,10,1,37,4,7,26
s87g6,4,2,18,2,3,63
ep6jv,2,24,42,4,11,0
q2m1x,2,11,39,4,15,79
fjipe,4,0,26,2,0,57
hx45f,2,27,57,2,18,72
k0je5,2,13,82,4,18,73
dt3ew,10,0,19,11,0,2
d9m4b,11,0,71,4,0,88
ti2fd,10,0,2,4,6,13
icq09,11,10,87,4,9,88
oyweb,4,15,12,11,26,6
q5ah1,11,21,27,11,10,9
q0o0l,2,0,86,2,0,50
q4swm,2,4,12,2,8,55
zd1oy,2,3,89,10,7,71
q2ky7,11,23,93,4,14,27
ja9fu,11,9,15,11,9,22
h2jft,4,2,68,10,21,16
uq0t2,11,6,2,10,12,9
k94g1,10,6,41,10,7,92
oa23n,2,0,62,10,0,84
vsmqs,2,0,2,4,0,23
gh4nr,11,27,72,10,10,5
fsu6l,4,0,56,10,0,77
baga6,4,1,78,10,14,40
bcjvt,11,26,5,10,23,51
qy94s,4,15,63,2,20,97
n7pqk,10,16,6,2,24,17
h1kr3,11,25,5,10,1,55
fqq9j,2,13,17,4,5,30
s12yw,2,0,62,11,0,78
cgu0k,4,26,98,2,26,1
shbdr,4,0,37,11,3,43
xax0l,11,0,33,2,0,35
lhtb0,2,4,58,10,9,68
mchll,2,0,0,10,0,56
ns3yo,11,0,12,11,0,74
cy1j3,10,20,55,4,0,50
qrd5y,11,20,51,10,15,40
jhms4,11,7,83,4,6,80
megl5,10,24,26,10,2,3
ase74,11,6,9,11,2,50
wdjqc,10,21,63,11,8,41
iviwi,11,0,34,11,0,48
bzomn,4,29,96,2,27,49
u7k36,11,17,91,4,1,73
z00xj,2,16,6,10,28,2
n3k52,11,17,77,2,7,26
aua90,2,11,23,11,22,34
zisa5,4,28,11,4,19,43
fl8fc,2,11,46,10,12,80
gbnpm,2,21,11,11,15,76
su4ty,10,0,6,2,0,29
i15ul,11,13,5,4,25,72
c2fby,4,21,78,10,20,32
r4jn4,2,11,83,10,15,77
gt08o,2,21,87,11,11,37
wngcm,10,18,34,11,3,15
e4udq,11,0,25,4,2,80
x2vw7,4,0,23,11,0,5
s47hu,10,19,8,4,9,31
g1kle,4,19,63,2,21,1
pabcg,11,12,55,4,21,62
y6s5c,2,5,95,2,8,29
bxcvw,11,19,24,2,7,92
v7gyo,2,12,43,11,17,81
l1jlq,10,1,87,4,13,92
y23i3,11,20,90,4,10,73
fcaoj,2,27,39,10,9,10
shwur,10,29,26,11,22,49
z880n,10,13,82,10,7,68
i2wep,11,0,73,11,0,58
cltre,4,10,48,10,20,54
kqrlm,2,3,42,4,13,51
prh7p,2,20,3,10,10,63
q30k9,10,8,22,11,6,2
mz4r9,11,19,22,10,22,70
y2k6z,11,22,48,2,9,38
pd2ji,2,13,67,2,16,35
qtw9f,10,0,42,11,0,56
yc8a8,4,15,95,10,26,57
yefiy,10,27,18,11,27,60
i49ic,11,26,10,2,29,5
hn2os,10,23,43,11,20,1
tfmfm,10,23,38,2,30,95
nfnfg,4,24,87,2,15,6
l3bwt,11,0,65,10,0,97
sfrcz,10,0,15,10,0,91
r0oi5,2,5,59,11,17,4
xu0ax,10,12,55,4,18,21
jbryf,2,0,91,2,0,6
tcbmz,4,9,74,11,21,39
fdd4d,11,10,97,4,20,96
yuk97,11,24,75,4,5,43
c2yiz,11,0,58,11,0,29
ta162,11,0,34,11,0,44
cj9zd,11,2,51,11,15,64
w4dt8,11,12,71,4,18,74
y1qa6,10,24,84,11,14,19
vwtsy,4,23,39,11,12,7
u6tn7,11,23,73,11,11,71
m9e2d,10,20,84,11,18,22
gn5dg,11,0,62,11,0,50
zg6aa,10,16,58,10,11,85
ne8hf,10,0,28,11,0,85
vtfzh,10,11,13,11,0,20
sg24n,10,1,29,11,12,3
seqhm,2,1,57,11,20,45
jsnho,2,15,43,2,26,79
lq1nu,11,24,52,11,20,34
le2ou,2,30,12,11,17,33
ppb65,2,20,14,2,13,32
s3hsj,10,18,52,2,8,34
fbo93,10,23,54,2,30,58
fikhb,11,7,10,2,20,42
bj3it,2,24,64,11,19,39
nog74,11,0,53,4,0,37
r656r,10,9,20,11,26,9
fc4tn,11,6,49,11,23,23
sq59l,10,8,73,10,5,79
ar810,11,0,27,10,0,19
wl2t8,10,27,3,4,9,59
rjzrg,10,20,52,11,19,98
r95cu,2,11,40,2,19,34
sz5bj,11,24,45,4,29,43
jygga,10,0,7,10,23,85
z6usc,2,8,63,10,0,51
tpw7p,10,14,96,11,22,81
ed8bg,11,27,14,11,7,39
x7qb8,10,0,55,10,0,57
td45j,10,0,94,11,0,10
i9743,2,7,1,11,6,89
y7bme,2,28,84,2,18,19
gh2c5,11,0,85,4,0,94
q568y,10,0,46,4,0,81
r5v3w,4,8,10,11,15,87
zrnk9,2,5,13,10,8,69
of02j,10,15,46,4,11,66
zr4fj,2,28,80,2,28,43
h878x,11,0,26,10,3,12
u2lvr,2,21,39,11,2,41
gspn2,10,0,76,10,0,48
zco82,4,15,10,11,0,56
tesf7,11,17,5,2,1,54
qbxso,11,22,11,10,1,56
bcqjy,10,12,56,4,22,74
m839k,2,8,66,10,10,33
d3g4j,4,20,33,10,20,84
x3ond,11,1,35,2,27,13
je92m,10,22,92,2,27,72
vs921,2,7,37,2,9,86
x3evh,11,0,89,11,0,70
crqdz,11,16,9,10,6,59
towkv,2,0,92,11,0,78
hyzun,2,21,8,2,9,88
cpwt7,2,23,4,10,19,9
gkavz,10,12,96,2,13,52
orl26,11,10,73,10,8,40
w66oa,4,0,9,11,0,42
rd9la,10,4,2,4,17,51
gjqyf,10,25,95,11,13,79
hvudq,4,23,19,11,2,29
h2nw6,2,18,26,4,27,18
thr6g,11,16,24,4,8,37
nexbr,10,15,58,2,19,77
aphjh,11,5,12,10,14,21
bv217,2,0,9,2,0,10
bpscy,4,8,25,2,27,11
yseyq,10,14,30,2,14,55
ntqtf,10,0,12,2,0,88
mwayy,4,16,52,2,12,60
tun1n,4,0,35,2,11,36
ee8zg,11,16,49,2,0,86
ay2l6,10,2,6,11,13,94
hi0fm,2,13,20,2,14,18
f3n9e,10,0,33,10,0,83
usbuk,11,10,44,11,25,67
v3l0g,2,27,73,2,26,47
qs2qt,11,0,86,10,0,54
xqfac,11,13,30,2,13,39
mq9ww,2,30,56,2,18,86
geatj,2,21,30,10,30,34
iexz5,11,0,67,11,0,23
dj6hw,10,17,57,10,7,96
xjbod,2,5,97,11,17,42
p6grl,2,22,6,11,17,27
up425,2,19,26,2,2,71
hlmfl,11,28,35,10,17,10
surok,11,0,91,4,0,9
i87to,2,29,66,10,18,27
lm5va,10,12,37,10,1,37
quj6w,2,28,89,2,12,10
zo2em,2,0,16,11,0,90
ovnp0,2,2,77,11,14,6
sdgdb,4,1,65,2,8,63
pyfd0,2,5,76,2,16,30
lmz4e,4,0,44,10,0,32
yegh6,2,0,66,11,0,47
yx1xp,10,2,26,2,24,68
iath6,4,5,73,10,2,33
xsitj,11,18,85,11,8,21
lax0o,2,7,11,11,30,63
t0li1,11,21,37,2,18,11
nvalp,4,5,41,2,30,58
tpkb8,11,7,52,11,15,85
wpso2,2,2,9,10,15,11
lj1y4,10,5,66,11,1,0
s9ez7,10,0,17,11,0,47
njpeg,2,11,65,10,30,55
ugqt2,2,18,63,4,18,53
erudw,11,30,66,10,20,88
sqkh4,4,21,59,10,17,15
pgu7s,4,18,8,2,23,58
la3ts,10,0,19,10,0,18
j0mb8,11,5,94,2,15,7
sdjki,4,16,55,11,4,52
joyno,11,0,50,10,0,6
a1fsg,11,30,40,11,17,60
yity4,2,0,89,4,0,86
ls932,2,12,75,10,7,4
ekhcy,10,0,84,2,0,28
fbhof,11,20,79,4,4,19
vighf,4,0,53,11,0,68
itcco,4,21,48,10,0,87
hnkj7,2,10,72,4,27,58
m24zi,10,0,44,10,0,85
apsjs,2,5,22,11,14,75
o4orp,10,3,29,4,25,44
becpv,11,9,70,11,6,60
v1skr,11,5,11,2,18,81
lw734,2,0,45,10,7,25
fbnps,10,26,14,11,23,75
lpnuu,10,19,65,4,25,58
eg6gu,11,15,63,2,24,3
it7g4,4,9,3,2,14,67
dlktr,2,9,15,2,3,45
rkpmd,2,19,11,11,15,94
z8k4q,10,0,86,11,0,7
mb4o7,2,4,30,11,29,39
cqo4c,10,11,96,4,5,29
bc5fv,4,20,36,10,18,8
vf56d,11,28,18,10,14,44
jw3ra,10,16,10,10,27,95
hv5b8,10,16,91,11,25,13
ccxrt,10,3,94,2,11,61
r5vr1,10,0,1,11,0,42
bb2yj,10,0,84,4,0,89
xoifo,11,23,31,10,7,24
flqok,2,24,70,2,5,52
bqni9,10,20,18,10,1,67
svvlr,10,5,52,10,1,17
j6rkq,10,17,59,10,6,94
srage,11,23,73,2,26,52
bwzh4,10,16,88,11,26,82
wark7,2,2,58,10,17,16
imfqa,11,0,2,10,0,46
tat9g,2,10,44,4,10,4
yuj0q,2,22,38,10,25,57
nvh2e,2,8,53,2,10,77
imb1r,10,0,55,2,0,3
i96rz,10,0,39,11,0,22
r0v5d,4,22,69,11,24,94
ajwfw,11,12,39,10,13,2
d2coz,4,3,6,2,24,88
q6sn9,2,0,89,2,0,86
a1fle,2,12,76,10,19,61
hry8v,2,0,26,10,0,31
q4juu,11,0,37,11,0,63
gf9vg,11,23,78,4,21,44
y6wod,11,0,20,10,0,38
z722s,2,24,37,10,28,78
arf3k,4,0,34,2,0,75
eo2up,10,9,28,10,19,2
xq84s,11,17,14,10,26,63
aqthg,2,18,24,11,30,60
ma5s1,2,0,76,11,0,83
ywerf,2,15,15,11,2,65
pgs02,11,7,54,10,29,52
hb0tc,11,0,57,2,0,14
amyo8,11,10,36,2,25,83
kuvst,10,0,71,4,0,62
oxwet,10,15,91,10,13,38
cxihu,11,23,29,4,6,37
nx0dv,11,0,78,2,0,97
klr0y,4,0,61,11,0,40
in40a,2,18,3,2,21,3
zc5ps,10,18,8,2,19,65
xyoqz,11,26,26,11,0,61
si9rk,4,23,62,2,14,29
pg266,4,22,94,2,1,13
m5hd5,10,9,53,2,14,77
b775v,2,4,40,4,26,49
hxh6d,10,26,30,2,2,18
a3vnh,10,11,43,2,29,89
j9ger,11,26,54,11,29,69
mznzj,10,24,40,4,15,59
pkzfp,2,21,95,11,29,11
jcsrf,11,29,87,11,3,83
gh5nb,2,0,30,2,0,32
sn3nf,10,0,41,10,0,25
d1y1b,2,13,84,4,23,90
d3abg,4,29,14,10,27,23
sgv6b,4,10,47,2,29,49
ptkg7,4,5,43,11,24,59
w9umn,4,5,7,10,27,98
tkbcb,11,22,85,11,30,71
xsup9,11,6,5,10,12,59
rqehi,10,2,92,4,22,80
vk8b8,10,20,91,11,19,20
eqt2u,10,28,89,10,23,24
nxwhe,10,0,25,2,0,70
yrmaa,2,30,16,10,23,54
uxkwq,11,17,75,10,13,53
kabsl,4,0,19,2,12,25
yuj15,11,25,74,11,1,75
i4dfk,2,16,19,2,30,57
ad5gs,2,0,92,11,0,72
uejjz,11,1,68,2,2,76
kfqya,11,7,68,2,5,23
antlc,2,12,49,2,4,39
f1ex0,10,30,64,2,11,57
bfzgo,2,21,49,2,22,12
zcixb,11,0,51,10,0,90
ww0uz,10,2,35,2,9,60
yl1sd,10,20,52,10,14,71
eub0h,11,1,68,10,27,46
ur2lf,11,11,32,11,25,24
oav7x,2,23,73,10,6,72
hf27a,10,20,72,10,8,14
r0w47,2,23,23,4,26,91
ysqj0,10,8,4,2,11,46
ljo8e,2,22,2,2,26,20
aam4z,10,24,73,11,25,98
vzd0p,11,0,0,4,0,66
eac25,2,29,83,4,19,72
ep6jp,4,24,4,4,21,97
qcnc3,11,0,27,2,0,43
u455w,11,26,89,11,15,25
ut5ys,10,27,54,4,10,17
wafy9,10,25,38,2,10,16
wn6h3,2,23,64,11,10,23
d46pa,2,0,90,4,0,3
h091p,2,29,79,11,13,83
sbbix,10,3,71,2,23,42
kmd3k,10,21,15,11,12,13
silc6,11,2,4,11,25,58
lzy88,11,0,10,10,0,13
ljak4,4,30,29,10,18,22
augol,10,0,46,2,0,7
p64bb,4,11,40,11,29,34
wx94x,2,0,49,10,0,19
v0rk9,11,0,36,10,0,53
ivw1i,11,1,33,2,19,45
rbxrc,4,13,5,2,19,3
f56hx,2,0,16,11,0,71
q9xsq,11,0,36,4,0,9
kf3x1,10,8,80,11,13,72
y7u6r,2,30,76,10,23,0
sopq4,10,22,57,11,26,75
b77ny,2,12,20,11,18,61
w39v8,11,20,32,4,27,35
ssvxr,10,26,45,10,26,15
fwsxp,2,0,30,11,0,45
hh4bz,11,0,28,10,0,84
e0vz3,11,24,80,11,27,92
iivl6,4,0,54,4,0,17
y2a4t,11,17,72,2,19,70
xe1q3,2,14,22,11,10,91
ojquj,2,6,72,11,3,15
j5ien,11,13,54,2,13,2
jp63t,11,16,75,10,1,46
y30ap,4,18,42,2,11,42
f1z38,2,10,53,10,15,17
t4uy8,2,11,21,2,17,8
zk3oi,2,9,6,2,21,94
wmig5,11,0,20,4,0,84
skibi,2,17,86,2,1,15
xqncy,10,0,26,11,0,44
ftkk0,10,0,28,10,0,75
zbgh6,10,30,54,2,12,95
cfizi,11,18,56,10,4,96
alk44,10,13,58,10,22,62
fkdxp,4,15,14,11,27,76
pn2ub,11,28,29,4,16,52
gwsea,10,20,81,11,28,65
qds91,4,29,8,10,19,94
c3y7b,11,23,89,4,20,45
sag2e,11,11,41,2,15,79
fbpnt,2,2,40,11,22,54
nqkvx,10,30,43,10,2,87
dhbae,2,24,8,10,8,58
zqdcv,2,24,15,11,29,64
j3bai,2,24,4,10,30,43
p19qk,10,10,92,11,24,1
mbimt,2,19,22,10,26,50
pbacf,2,19,8,2,25,75
ls3mi,10,11,56,2,30,44
b7ftd,4,24,17,4,8,47
vwqz6,10,30,54,4,20,37
q6jat,10,16,22,11,20,72
gh13d,2,0,52,2,0,46
caxcc,11,0,94,11,28,18
x4j11,2,17,90,10,17,91
isgb9,2,29,59,4,26,28
xtpyl,4,27,0,10,22,97
tbpoc,4,18,27,10,8,7
ynezn,10,4,83,11,15,6
rh1ka,2,1,6,2,14,68
ekfze,2,24,79,4,14,53
agqwp,10,4,98,11,26,48
g5w9l,2,0,74,10,0,90
ltg9x,10,18,15,4,12,29
qvy7u,11,3,11,2,3,88
x2wpo,11,4,81,11,20,49
d0fh7,2,21,23,10,8,1
qed62,4,3,94,11,6,24
c6q0s,10,29,64,2,27,22
m5j43,10,2,41,2,0,86
b63fy,10,8,71,10,28,68
j1krl,4,3,56,10,9,48
pgy1a,2,0,47,4,0,7
tm9bb,2,0,74,2,0,18
uprm4,10,30,73,2,23,75
nmvdq,2,14,62,11,9,39
gemlh,4,6,59,11,27,81
xw1xz,10,2,76,11,6,44
y03e1,10,17,25,11,5,71
zfexa,4,7,38,10,0,42
uhg8a,11,7,83,2,20,15
ut57m,10,3,11,2,12,30
ce7je,2,13,71,11,13,42
oixld,11,20,45,4,26,44
k1zoa,2,0,20,10,0,90
gwdej,10,0,54,10,0,59
bdu7s,2,27,57,11,26,52
fmwn3,4,0,50,10,0,65
xbcnt,2,8,58,10,10,40
xrj1r,2,14,42,2,17,68
t9czp,11,17,14,10,21,71
cjmy7,10,2,98,10,20,55
r2dod,4,3,62,2,4,90
dlqo8,4,14,33,4,17,39
r82bl,10,18,42,2,20,90
aczjc,2,29,19,10,0,23
hp9ig,10,3,0,4,21,14
dyfma,2,18,66,10,30,95
yyk0c,10,7,4,2,10,22
ot70m,2,0,20,2,0,47
xxtaj,2,13,47,2,14,32
agfic,2,16,61,2,27,81
tuq4m,11,0,75,10,0,40
mdt66,2,30,62,10,15,25
m5927,10,0,7,11,0,39
wkkzc,11,18,88,2,7,28
bltkw,10,4,16,4,7,36
yoezz,10,28,86,11,10,35
afbxi,2,16,86,2,4,18
jo8m1,10,27,6,2,14,1
d9256,2,14,13,2,19,26
n4lfw,11,23,95,11,0,21
pcyox,2,0,30,11,0,69
qlhhc,11,8,14,2,3,93
uyn66,4,9,25,4,17,69
tkwan,4,25,23,2,13,83
ymnfv,11,17,53,10,4,68
lb85k,10,0,1,10,0,8
ebpm9,10,0,24,4,0,26
e9tzr,10,26,97,10,28,91
hhxs1,4,22,64,10,25,48
phnc4,4,0,65,11,0,11
boi8c,2,20,57,2,19,7
yrtrv,11,18,44,2,5,7
zxl2k,10,3,90,11,27,67
esqir,2,14,86,4,28,59
u82ew,2,0,44,10,0,45
pj4yy,10,0,66,2,0,25
m5i13,2,0,95,11,0,65
t9iuu,4,4,52,2,30,29
onirs,11,28,18,4,21,95
ijnxs,11,0,41,4,0,58
o7rzp,4,26,16,10,22,37
do2f2,2,16,31,4,17,94
g2pu4,2,0,46,2,0,10
z6n9u,2,0,96,11,0,71
efef4,10,12,30,2,25,49
pygjw,4,0,40,11,0,50
hn7nm,2,19,41,2,4,45
mdhrt,10,14,36,10,6,78
gx4k6,11,4,84,10,24,93
oui49,11,0,23,2,0,55
owvqx,4,8,46,4,4,54
q6izm,2,9,91,10,15,11
i8db0,11,8,89,11,12,49
pimiv,11,1,80,11,16,85
sq11v,11,9,66,10,8,91
smf6e,4,15,64,10,7,39
o9pfp,11,13,46,10,5,14
hel9c,11,0,55,11,0,10
n1g6t,11,19,17,11,21,47
nd8mi,10,0,58,11,27,12
yxb7f,4,0,41,11,0,12
jev7g,2,29,56,2,25,10
irfv4,11,0,11,2,0,27
tsur7,11,29,39,10,17,72
ql12l,2,9,88,10,11,75
lkuxl,4,0,82,2,0,60
adamp,4,0,61,10,0,12
si8m2,10,25,30,4,25,43
t1aam,2,0,89,11,0,33
ylyiy,11,0,0,10,0,20
ngizo,2,14,58,10,29,52
n70h8,11,30,87,11,5,84
f8l5d,2,0,8,11,0,33
l6wvp,11,30,46,2,13,4
a7upk,11,0,35,2,0,91
nhvgf,2,14,33,2,3,29
szcq4,2,23,23,11,1,92
uxbbo,2,22,66,11,22,23
rvorq,2,30,59,10,27,30
ux7zn,10,29,18,2,14,51
r9w5r,10,0,47,10,0,91
unxo9,4,17,11,4,27,64
lc6x7,11,26,18,4,24,32
p42lw,11,0,65,10,0,1
q6wgv,4,23,57,10,9,39
o0ht2,4,27,8,10,14,79
osydy,11,0,75,10,0,82
ulzlz,2,0,22,4,0,88
g0f56,11,14,60,2,22,63
iih2w,10,13,73,10,24,10
nqrqh,4,16,89,10,4,38
qu6no,4,7,20,10,25,32
ng3fo,10,24,74,11,30,66
fv7vb,11,28,96,2,11,5
vj6f7,11,29,32,11,14,27
od4cu,11,27,62,2,13,74
lr9ql,2,19,29,10,3,74
wnygu,11,18,42,10,20,37
llghv,10,20,20,2,0,63
eyoze,2,0,98,2,0,51
zykxa,2,13,67,2,18,49
j09ta,2,0,69,10,0,90
x1qmb,10,0,45,4,0,36
n4phy,10,13,47,2,15,34
g7vcs,10,21,42,11,15,9
jxe2r,11,19,55,4,12,83
xqgos,11,0,13,2,16,92
y5lvq,10,0,43,10,0,8
d1g7k,4,9,15,11,0,58
zsvmi,2,28,96,2,7,90
w8sg6,11,27,10,10,26,86
q1a9z,4,8,80,10,22,77
e4v48,11,0,23,11,0,23
ps9a3,11,15,79,2,2,22
lk4uv,4,0,26,11,0,59
d6o2z,10,24,64,4,3,12
zmfey,2,12,41,10,13,27
pgvig,10,15,53,11,17,21
celzg,11,6,55,11,7,51
imfwo,11,18,25,2,6,92
v27ag,2,14,42,10,23,75
lqd98,4,17,16,10,13,41
meqmk,10,0,66,4,0,80
dmws6,11,25,15,2,27,47
cr3eh,11,12,86,10,0,66
znvrp,2,29,45,4,5,29
ytwee,10,7,80,11,11,22
c34w3,4,22,41,11,18,2
oowwd,10,8,5,11,30,96
rt6uy,10,8,52,10,7,20
wskmw,2,0,7,2,0,89
o0qrx,2,0,7,10,0,71
w4urh,10,7,70,4,27,19
dzq7t,10,7,59,10,14,80
afqjt,11,15,20,10,2,61
m4b06,11,6,80,11,10,85
g7n8x,4,0,22,11,0,14
tzvl6,11,28,17,10,23,31
ia4w1,11,0,95,4,0,85
